2020-03-07 05:14:18 	nullroot 	wei592628 	I am null_whoami
2021-11-03 09:22:25 	lengmo 	Shutd0wn 	I originally planned to go to Nanjing and Suzhou today, and I wanted to sort out the districts and counties first. This model is to do more. If the east is not bright, the west will be bright. After all, many changes on the public security side are not controllable
2021-11-03 09:23:08	lengmo 	Shutd0wn 	The sharing model is recognized by many places, but the cycle is delayed due to many political or external reasons. Fortunately, we all signed a contract.
2021-11-03 09:23:35 	lengmo 	Shutd0wn 	
2021-11-03 09:24:02 	lengmo 	Shutd0wn 	Dan Tu’s case means that they have a new big case, they have to wait
2021-11-03 11:02:23 	lengmo 	Shutd0wn 	
2021-11-03 11:02:42 	lengmo 	Shutd0wn 	Yunnan is really the hardest hit area
2021-11-03 11:03:02 	lengmo 	Shutd0wn 	
2021-11-03 11:03:22 	lengmo 	Shutd0wn 	Several WeChat users have been arrested
2021-11-03 12:11:16 	Shutd0wn 	lengmo 	Well, first we have to make sure the model is feasible
2021-11-04 04:28:56 	Shutd0wn 	lengmo 	
2021-11-04 04:35:56 	lengmo 	Shutd0wn 	
2021-11-04 04:37:00 	lengmo 	Shutd0wn 	What happened
2021-11-04 04:39:01 	Shutd0wn 	lengmo 	
2021-11-05 01:37:14 	lengmo 	Shutd0wn 	I'm here··Where
2021-11-05 01:38:16 	Shutd0wn 	lengmo 	On the third floor, Zhu Nan is still on the way. I’ll call you when I get there
2021-11-05 01:38:38 	lengmo 	Shutd0wn 	Okay
2021-11-07 12:59:29 	lengmo 	Shutd0wn 	Where?
2021-11-07 13:08:20 	Shutd0wn 	lengmo 	Hmm
2021-11-07 13:20:32 	lengmo 	Shutd0wn 	
2021-11-08 01:21:08 	Shutd0wn 	lengmo 	Come and chat at 76 when you are free today
2021-11-08 01:24:55 	lengmo 	Shutd0wn 	Hmm
2021-11-08 03:02:47 	lengmo 	Shutd0wn 	Should I come over now or in the afternoon
2021-11-08 03:04:24 	Shutd0wn 	lengmo 	Now
2021-11-08 03:04:30 	lengmo 	Shutd0wn 	Okay
2021-11-08 05:06:01 	Shutd0wn 	lengmo 	The form has not been sent to me yet
2021-11-08 05:53:25 	lengmo 	Shutd0wn 	Data information 1.0.docx
2021-11-08 05 :54:36 	Shutd0wn 	lengmo 	Not exaggerated enough
2021-11-08 05:54:41 	Shutd0wn 	lengmo 	Not even tens of billions
2021-11-08 05:54:59 	lengmo 	Shutd0wn 	Well...actually no...
2021-11-08 05:57:27 	Shutd0wn 	lengmo 	Can you add Yancheng virtual currency
2021-11-08 05:57:37 	Shutd0wn 	lengmo 	As long as our customers do it, we can add it
2021-11-08 05:57:45 	lengmo 	Shutd0wn 	Hmm··Okay·
2021-11-08 05:58:43 	Shutd0wn 	lengmo 	
2021-11-08 06:01:23 	lengmo 	Shutd0wn 	Yeah... I understand. In fact, if we support this municipal bureau, then the cases of this municipal bureau are actually related to us
2021-11-08 10:31:41 	lengmo 	Shutd0wn 	Are you still in Chengdu tomorrow
2021-11-08 10:37:16 	Shutd0wn 	lengmo 	Hmm
2021-11-08 11:00:20 	lengmo 	Shutd0wn 	Have dinner together tomorrow night? Bring your big clients with you
2021-11-08 11:29:39 	Shutd0wn 	lengmo 	If you want it, just have a girl
2021-11-08 11:29:59 	lengmo 	Shutd0wn 	It’s all girls
2021-11-09 04:27:52 	lengmo 	Shutd0wn 	Data information 2.0.docx
2021-11-14 09 :47:54 	lengmo 	Shutd0wn 	The anti-fraud guard Wutang is promoted by Brother Hao in all districts and counties in Chengdu
2021-11-14 09:48:18 	lengmo 	Shutd0wn 	Chengdu has promoted 1 million police officers
2021-11-14 10:20:22 	Shutd0wn 	lengmo 	Hmm
2021-11-14 10:24:45 	lengmo 	Shutd0wn 	We can do something similar later, in that community
2021-11-14 10:25:00 	lengmo 	Shutd0wn 	But many of them are from the masses
2021-11-14 10:25:06 	lengmo 	Shutd0wn 	We are mainly civilian police
2021-11-14 10:41:31 	Shutd0wn 	lengmo 	At present, this is for public welfare purposes
2021-11-14 10:42:48 	Shutd0wn 	lengmo 	What we did is of no value
2021-11-14 10:43:06 	Shutd0wn 	lengmo 	Have to think of other ways
2021-11-14 10:48:28 	lengmo 	Shutd0wn 	Well, yes
2021-11-14 12:41:23 	Shutd0wn 	lengmo 	We can advance this district and county anti-internet crime trap according to our strategies
2021-11-14 12:41:59 	Shutd0wn 	lengmo 	Their 10 million followers are probably to brag about financing
2021-11-14 12:43:35 	lengmo 	Shutd0wn 	They belong to the masses
2021-11-14 12:43:40 	lengmo 	Shutd0wn 	In fact, it cannot be realized
2021-11-14 12:44:01 	Shutd0wn 	lengmo 	A bit of a 2C concept
2021-11-14 12:46:09 	lengmo 	Shutd0wn 	They are more about making money
2021-11-14 12:47:10 	Shutd0wn 	lengmo 	It is estimated to be part of this wave of financing packages
2021-11-15 01:28:02 	Shutd0wn 	lengmo 	
2021-11-15 01:28:56 	Shutd0wn 	lengmo 	
2021-11-15 01:29:07 	Shutd0wn 	lengmo 	You must think in this direction
2021-11-15 01:37:51 	lengmo 	Shutd0wn 	Yeah, I understand
2021-11-15 01:40:02 	Shutd0wn 	lengmo 	
2021-11-15 01:40:23 	Shutd0wn 	lengmo 	
2021-11-15 01:50:32 	lengmo 	Shutd0wn 	Well, it’s like the district and county went from to G to to B
2021-11-15 01:52:00 	Shutd0wn 	lengmo 	Yes
2021-11-17 03:14:37 	Shutd0wn 	lengmo 	Has Cao Fei achieved any results this year?
2021-11-17 03:15:38 	lengmo 	Shutd0wn 	There are two interested parties in talks, and the district and county should be able to sign one or two.
2021-11-17 03:16:24 	Shutd0wn 	lengmo 	Tell him to follow me at Taicang, please tell him
2021-11-17 03:16:39 	lengmo 	Shutd0wn 	Which Taicang is... I didn’t know before
2021-11-17 03:16:48 	Shutd0wn 	lengmo 	I will talk to Hou Wei and Wang Zhe later, and they will discuss it themselves
2021-11-17 03:17:08 	Shutd0wn 	lengmo 	With Hou Wei’s relationship, the case support progress is okay, but sales will be needed to follow up and maintain it later
2021-11-17 03:17:26 	lengmo 	Shutd0wn 	He went to Yangzhou today. Yangzhou Hanjiang had a return policy with Sanpo before, so the conditions were okay... I had been there once before...
2021-11- 17 03:17:37 	lengmo 	Shutd0wn 	Yeah··Okay
2021-11-17 03:18:29 	lengmo 	Shutd0wn 	After this period of time, Cao Fei now understands the attack and pattern of the case, as well as some pitfalls. Now he basically goes alone. Sometimes he will tell me when he needs me to come forward. .
2021-11-17 03:20:13 	Shutd0wn 	lengmo 	After all, it takes time to settle after crossing a different industry
2021-11-17 03:21:19 	lengmo 	Shutd0wn 	Hmm... TZ still needs to understand this business line. It’s good to explain the basic model of the case clearly. In fact, when it comes to districts and counties, you just need to travel frequently. Listen to the needs and ask questions when you encounter them. If you visit 10 counties, you will know what problems the districts and counties generally have.
2021-11-17 03:22:44 	lengmo 	Shutd0wn 	Districts and counties: case support + public opinion management and control + QB + remote survey. I am sorting out the information and will form a PP T when the time comes and recommend it to the districts and counties
2021-11-17 03:50:30 	lengmo 	Shutd0wn 	As for cooperation with universities, who should be specifically contacted now... It is the matter of the Department of Education and the base. Southwest University of Science and Technology also intends to apply with us
2021-11-17 03:51:51 	lengmo 	Shutd0wn 	I just don’t know too much about whether there will be conflicts... Choose one with a high success rate
2021-11-17 03:52:56 	Shutd0wn 	lengmo 	Zhao Hengyu?
2021-11-17 03:53:39 	lengmo 	Shutd0wn 	can be used. Just take a look at the policy... I guess I need to submit materials
2021-11-17 03:55:27 	Shutd0wn 	lengmo 	As for Zhao Hengyu, we need to change the allocation of execution tasks. Things are assigned to specific people and departments. The president/vice president allocates resources to assist departments in completing work tasks
2021-11-17 03:55:42 	Shutd0wn 	lengmo 	This division of labor must be finalized
2021-11-17 03:57:43 	lengmo 	Shutd0wn 	Hmm·
2021-11-17 03:58:22 	lengmo 	Shutd0wn 	I am just responsible for talking to their principal about this matter. After there is an interest, someone must follow up. If you have any questions, tell me, and I can coordinate with their leader.
2021-11-17 04:00:33 	Shutd0wn 	lengmo 	Correct
2021-11-17 06:10:05 	lengmo 	Shutd0wn 	I have talked to Cao Fei about the matter in Taicang. If we need to connect later, it depends on who is arranged to connect and the situation and customer contact person
2021-11-17 06 :12:14 	Shutd0wn 	lengmo 	Hmm
2021-11-18 03:55:56 	lengmo 	Shutd0wn 	The bid for the one in Jincheng, Shanxi Province was cancelled... due to problems with the bid documents and the inconsistency between the manufacturer and the brand. I have already scolded them, let’s see how the company handles it
2021-11-18 04:11:00 	Shutd0wn 	lengmo 	Fuck
2021-11-18 04:12:29 	lengmo 	Shutd0wn 	
2021-11-18 04:12:54 	lengmo 	Shutd0wn 	On Monday, it was specifically emphasized that the main responsibility lies with Wu Jiawei, the pre-sales department, and Xu Qian and Mei Yuting bear secondary responsibilities
2021-11-18 04:13:39lengmo 	Shutd0wn 	Appears in the technical plan parameters and is inconsistent
2021-11-18 04:21:34 	lengmo 	Shutd0wn 	Rebid after seven days
2021-11-18 12:27:42 	lengmo 	Shutd0wn 	Should we arrange for Sister Ping to regularly update statistics on our latest business control parameters and scoring standards and issue them to front-end sales?
2021-11-18 12: 30:57 	Shutd0wn 	lengmo 	She has been arranged, this matter requires business assistance
2021-11-18 12:31:46 	lengmo 	Shutd0wn 	Well, coordinate the collection and docking. Sister Ping arranges for various business operations
2021-11-18 12:32:12 	lengmo 	Shutd0wn 	I just saw that our bid control parameters are not uniform, and the new qualifications have not been updated
2021-11-18 12:54:08 	Shutd0wn 	lengmo 	Well, I can’t catch up this year
2021-11-23 08:20:06 	Shutd0wn 	lengmo 	
2021-11-23 08:27:17 	lengmo 	Shutd0wn 	Jiangsu Provincial Department also wants to buy 3 🐎 this time, Windows, Linux and Android, any Android one will be fine. Depends on which house it is from.
2021-11-23 08:28:24 	Shutd0wn 	lengmo 	We will definitely make a full version, supplemented by suppliers
2021-11-23 08:28:53 	lengmo 	Shutd0wn 	Hmm... Then you need to organize a team to do it. It would be best if your own can meet the requirements. Gross profit is still higher.
2021-11-25 02:31:06 	lengmo 	Shutd0wn 	The Wuxi project just won the bid for 7988000
2021-11-25 02:32:06 	Shutd0wn 	lengmo 	niubility
2021-11-25 02:32:25 	lengmo 	Shutd0wn 	Do you know what is the most important thing?
2021-11-25 02:32:26 	Shutd0wn 	lengmo 	There was no mistake or cancellation of the mark. . . .
2021-11-25 02:32:37 	lengmo 	Shutd0wn 	I won the bid at the direct closing price...no quotation was made
2021-11-25 02:32:38 	Shutd0wn 	lengmo 	What?
2021-11-25 02:32:43 	lengmo 	Shutd0wn 	Directly announce that we won the bid
2021-11-25 02:33:03 	lengmo 	Shutd0wn 	After demolition and review, we were announced as the winner
2021-11-25 02:33:20 	lengmo 	Shutd0wn 	It shows that network security is still very strong
2021-11-25 02:33:44 	Shutd0wn 	lengmo 	Well, regional differences, Jiangsu Internet security should be generally strong
2021-11-25 02:35:22 	Shutd0wn 	lengmo 	Very good, this year’s contract figures have been greatly increased, and at the same time it strengthened the awesomeness of the Jiangsu market we boasted
2021-11-25 02:36 :35 	lengmo 	Shutd0wn 	We were asked to fight and support this year, but we didn’t go. Later, I went to warm up with their deputy branch leader and talk about cooperation this year. They are quite generous
2021-11-25 02:37:15 	lengmo 	Shutd0wn 	They say you have the largest share, and let you be among them. Just support Wuxi later. They said they don’t ask us for simple things. They just ask us for support.
2021-11-25 02:37:43 	Shutd0wn 	lengmo 	Hmm
2021-11-25 02:37:59 	Shutd0wn 	lengmo 	This is the truth
2021-11-25 02:38:08 	lengmo 	Shutd0wn 	They are also very capable
2021-11-25 02:38:20 	lengmo 	Shutd0wn 	Now is Jiangsu’s dream team
2021-11-25 02:44:37 	lengmo 	Shutd0wn 	Do you want the marketing department to send out a good news? It is also a big project. It will improve morale
2021-11-25 02:45:47 	Shutd0wn 	lengmo 	Yes
2021-11-25 02:55:23 	Shutd0wn 	lengmo 	==
2021-11-25 02:55:33 	lengmo 	Shutd0wn 	?
2021-11-25 02:55:42 	Shutd0wn 	lengmo 	There is a problem. Posting only one is too thin, and posting too much will reveal too much about the market’s psychology
2021-11-25 02:55:45 	Shutd0wn 	lengmo 	Information
2021-11-25 02:55:57 	lengmo 	Shutd0wn 	Um... I was still talking in the group just now
2021-11-25 02:56:11 	lengmo 	Shutd0wn 	How about posting the latest one...the same as last year
2021-11-25 02:56:27 	Shutd0wn 	lengmo 	Will reveal too much market information
2021-11-25 02:56:44 	Shutd0wn 	lengmo 	The amount itself must be kept confidential
2021-11-25 02:57:01 	Shutd0wn 	lengmo 	Stop posting it
2021-11-25 02:57:04 	lengmo 	Shutd0wn 	Hmm··
2021-11-25 02:57:41 	Shutd0wn 	lengmo 	We have placed orders in several cities where Wutang is recruiting people
2021-11-25 02:58:01 	lengmo 	Shutd0wn 	Are you going to follow us?
2021-11-25 03:00:54 	lengmo 	Shutd0wn 	I placed a bid of 800W, which kept me awake all night
2021-11-25 03:00:58 	lengmo 	Shutd0wn 	I’m afraid something will happen
2021-11-26 03:14:55 	lengmo 	Shutd0wn 	It is said that many people from Chengdu ATEAM have been poached
2021-11-26 03:15:05 	lengmo 	Shutd0wn 	Company established by Dianke Network Security··
2021-11-26 03:15:15 	lengmo 	Shutd0wn 	Mediocre skills, 25K to dig··
2021-11-26 03:16:28 	Shutd0wn 	lengmo 	Zhao Jinlong has stopped working and hasn’t started it in a year
2021-11-26 03:16:45 	lengmo 	Shutd0wn 	Some of our people who went to Qi’anxin before want to come back
2021-11-26 03:17:14 	Shutd0wn 	lengmo 	
2021-11-26 03:18:31 	lengmo 	Shutd0wn 	Liu Qi, Liu Yang and Wang Fan all want to come back
2021-11-26 03:18:42 	lengmo 	Shutd0wn 	Liu Qi and Wang Fan both want 13000 to come back
2021-11-26 03:18:54 	lengmo 	Shutd0wn 	It seems that there is an extra 500 yuan, but there is no agreement...
2021-11-26 03:19:10 	Shutd0wn 	lengmo 	This Xiaoliang has an opinion
2021-11-26 03:19:34 	lengmo 	Shutd0wn 	Liu Yang, the one with good skills, may come back after receiving the year-end bonus from Qi Anxin
2021-11-26 03:20:38 	Shutd0wn 	lengmo 	[Facepalm]
2021-11-26 03:21:37 	lengmo 	Shutd0wn 	It seems that we have been monitoring the people who went to Qi'anxin... to understand their things
2021-11-26 03:21:40 	lengmo 	Shutd0wn 	Trends
2021-11-26 03:21:55 	Shutd0wn 	lengmo 	Hahahahaha
2021-11-26 03:22:00 	Shutd0wn 	lengmo 	Care for retired employees
2021-11-26 03:22:13 	lengmo 	Shutd0wn 	Then you can come back
2021-11-26 03:22:30 	lengmo 	Shutd0wn 	I went to Qi’anxin and felt that Qi’anxin was too involved
2021-11-26 03:22:35 	lengmo 	Shutd0wn 	Still want to come back
2021-11-26 03:25:09 	Shutd0wn 	lengmo 	
2021-11-26 03:25:50 	Shutd0wn 	lengmo 	
2021-11-26 03:29:37 	lengmo 	Shutd0wn 	Well... The main thing is that Qi Anxin Sales made some random remarks outside
2021-11-26 03:29:59 	lengmo 	Shutd0wn 	Then, our financing matters should be consistent
2021-11-26 03:32:45 	Shutd0wn 	lengmo 	Hmm
2021-11-26 03:35:55 	Shutd0wn 	lengmo 	
2021-11-26 03:36:26 	Shutd0wn 	lengmo 	
2021-11-26 03:37:31 	Shutd0wn 	lengmo 	
2021-11-26 03:45:40 	lengmo 	Shutd0wn 	Yeah... Got it. Even the business aspect must keep up... The brand and popularity of the market and the subsequent imaginable market space must be clear
2021-11-26 03:46:13 	Shutd0wn 	lengmo 	Yes, the overall situation must be in line with the company ranking of 10e or above
2021-11-26 03:46:36 	Shutd0wn 	lengmo 	After reaching the agreement, it will be listed again at the end of the year
2021-11-26 03:46:42 	lengmo 	Shutd0wn 	Hmm·
2021-11-28 04:19:57 	lengmo 	Shutd0wn 	Yipintang Eel (Tulong Road Store)
2021-11-28 04:20:23 	lengmo 	Shutd0wn 	Is this the Tulong Road Eel you mentioned before?
2021-11-28 04:21:18 	Shutd0wn 	lengmo 	No, this one is fine too
2021-11-28 04:24:26 	lengmo 	Shutd0wn 	Brother Hao asked me, saying that he heard what others said. Which one else? Which one did you go to
2021-11-28 04:27:43 	Shutd0wn 	lengmo 	Yipintang Tuyu-Southwest Gate
2021-11-28 04:28:16 	Shutd0wn 	lengmo 	Crossing the bridge
2021-11-28 04:29:31 	lengmo 	Shutd0wn 	Okay👌
2021-11-29 09:10:43 	lengmo 	Shutd0wn 	As for the organizational structure, I think major accounts should still be retained. In terms of responsibilities, in fact, the major account department assigned previously is mainly responsible for support and follow-up of projects above 300W, but the sales side has never provided any demand. Basically they are doing it themselves. What we are mainly doing now is actually the Jiangsu market, and Shanxi and Shaanxi will only do it this year.
2021-11-29 09:38:11 	Shutd0wn 	lengmo 	This is just preliminary communication and can be adjusted later as needed
2021-11-29 09:38:53 	lengmo 	Shutd0wn 	In fact, there is also the division of market regions. Is it still the same as it is now? Still need to make adjustments
2021-11-29 09:39:36 	Shutd0wn 	lengmo 	Put all into the internal division of the market management center
2021-11-29 09:39:59 	Shutd0wn 	lengmo 	This center is responsible for the Anxun market
2021-11-29 09:40:06 	lengmo 	Shutd0wn 	Who is in charge of the center
2021-11-29 09:41:18 	Shutd0wn 	lengmo 	To be determined
2021-11-29 09:41:45 	Shutd0wn 	lengmo 	Almost Wang Zhe
2021-11-29 09:42:11 	lengmo 	Shutd0wn 	I don’t think Wang Zhe can handle the Jiangsu market
2021-11-29 09:45:18 	Shutd0wn 	lengmo 	He won’t go there himself
2021-11-29 09:45:32 	lengmo 	Shutd0wn 	Who do you think can handle it?
2021-11-29 09:45:37 	lengmo 	Shutd0wn 	Sold below?
2021-11-29 09:46:27 	Shutd0wn 	lengmo 	This is his business. We will hire local people to implement it. If there is any problem, please contact us
2021-11-29 09:48:04 	lengmo 	Shutd0wn 	I have said this before. I spent two or three years running around Jiangsu cities, and now I am taking Cao Fei to get to know each city. I would definitely not be willing to give it directly like this
2021-11-29 09:49:59 	Shutd0wn 	lengmo 	Would it be better to have a bigger layout?
2021-11-29 09:52:33 	Shutd0wn 	lengmo 	
2021-11-29 09:55:33 	Shutd0wn 	lengmo 	When will you return to Chengdu from your business trip
2021-11-29 09:55:43 	Shutd0wn 	lengmo 	I will tell you face to face
2021-11-29 09:57:23 	lengmo 	Shutd0wn 	I know what you mean. But my idea is that major customers should maintain their current model and should report on their performance, but I will not directly participate in more projects in the future. As I said before, I will let Cao Fei work with some customers in Jiangsu. I don’t have any other requirements
2021-11-29 11:06:54 	lengmo 	Shutd0wn 	I don’t know why there are so many people in one department and the performance is so good. Now the sales department needs to do the work well. What’s the reason? I don’t know if you’ve listened to some of the people below. I don’t want to hand over the province I worked so hard to do to salesmen I don’t trust. They can’t do it well, and they can’t handle the captains of Jiangsu either.
2021-11-29 11:26:14 	Shutd0wn 	lengmo 	You can designate the person responsible for the Jiangsu region
2021-11-29 11:35:50 	lengmo 	Shutd0wn 	Starting from this year, I actually don’t participate in many things in the company, and I don’t offer any opinions. You can say whatever you want. I don’t want to worry too much about some of the things other people have said to me. I just want to do a good job in Jiangsu. After all, I have a good relationship with the captains. We don’t need to support many things, but the projects are still given to us. Whatever else you ask me to do, I can do it. If you don't let me do it, I don't care. Including Anxun College.
2021-11-29 11:37:34 	lengmo 	Shutd0wn 	If you go to the Jiangsu market for sales, you will be squeezed to death, and you may not be able to sign any projects.
2021-11-29 12:17:22 	Shutd0wn 	lengmo 	Plenty of time, we can discuss slowly
2021-11-30 08:53:50 	Shutd0wn 	lengmo 	Does Xu Qian have a problem with her professional ability? Hubei Security cannot handle such a simple matter
2021-11-30 09:01:00 	lengmo 	Shutd0wn 	What happened to that? I have a meeting with the client.
2021-11-30 09:05:19 	Shutd0wn 	lengmo 	
2021-11-30 09:27:03 	lengmo 	Shutd0wn 	Let me handle it
2021-12-03 03:37:44 	lengmo 	Shutd0wn 	Basic introduction to Taiji Company 20210809.pptx
2021-12 -03 03:38:06 	lengmo 	Shutd0wn 	Won the bid of 135 million! Dianke Taiji launched the first shot of Hainan City and County Social Management Platform to assist the construction of the national free trade port
2021-12-03 03:39:33 	lengmo 	Shutd0wn 	China Electronics Taiji Group is going to establish a network security company. If you have a relationship introduction, let’s see if we have the intention to establish a joint venture or simply cooperate on a project
2021-12- 03 03:43:31 	Shutd0wn 	lengmo 	A joint venture is possible. Will this new company be located in Beijing?
2021-12-03 03:44:05 	lengmo 	Shutd0wn 	The relationship is in Hainan, we don’t know where it will fall, we need to talk about it
2021-12-03 03:44:48 	Shutd0wn 	lengmo 	Are you coming back today
2021-12-03 03:45:48 	lengmo 	Shutd0wn 	Not coming back today. Flying to Haikou in the evening, let me talk about what we can do in the area of network security and what resources Tai Chi can provide. And cooperation model
2021-12-03 03:46:11 	lengmo 	Shutd0wn 	I just want to discuss it, please take a look at this specific idea and cooperation model
2021-12-03 03:49:14 	lengmo 	Shutd0wn 	
2021-12-03 03:50:48 	Shutd0wn 	lengmo 	This information classification is very professional
2021-12-03 03:51:14 	lengmo 	Shutd0wn 	Let us see what we can do
2021-12-03 03:55:25 	Shutd0wn 	lengmo 	
2021-12-03 03:55:58 	Shutd0wn 	lengmo 	
2021-12-03 03:59:07 	lengmo 	Shutd0wn 	Well, it is said that the establishment of a network security company has been decided by China Electronics Taiji and may be launched soon. But they don't understand. They want to find a company for a joint venture. Then they will provide resources and we will provide technology, but the specifics are still discussed on how to do it. Now I'm just giving a rough idea. Haven’t talked in detail yet
2021-12-03 03:59:19 	lengmo 	Shutd0wn 	We will discuss it after the chat and see what happens
2021-12-03 03:59:24 	Shutd0wn 	lengmo 	Hmm
2021-12-03 04:00:03 	Shutd0wn 	lengmo 	Very good
2021-12-03 04:01:33 	lengmo 	Shutd0wn 	Probably in Hainan. They mean that we can take advantage of the Hainan Free Trade Zone to take advantage of it
2021-12-03 04:01:44 	Shutd0wn 	lengmo 	Well, Hainan can
2021-12-03 04:02:37 	lengmo 	Shutd0wn 	Details will depend on the situation of the chat tomorrow. The main thing is to match the resources. What can you do
2021-12-03 05:48:43 	Shutd0wn 	lengmo 	
2021-12-03 06:11:25 	lengmo 	Shutd0wn 	
2021-12-03 15:45:13 	Shutd0wn 	lengmo 	Are you going back to Chengdu tomorrow? Let’s get together on the weekend and call Zong Lei
2021-12-03 16:49:10 	lengmo 	Shutd0wn 	I don’t know yet tomorrow. I’ll see if I can finish the conversation in the morning. I haven’t bought the tickets yet.
2021-12-04 04:35:48 	lengmo 	Shutd0wn 	We estimate that we need to prepare a plan, similar to the Digital Government Smart Hainan, what can we do for these big projects
2021-12-04 04:36: 18 	lengmo 	Shutd0wn 	Service on-site safety products
2021-12-04 04:45:15 	Shutd0wn 	lengmo 	Hmm
2021-12-04 05:21:13 	Shutd0wn 	lengmo 	
2021-12-04 05:31:22 	lengmo 	Shutd0wn 	I probably won’t be able to come back. I just asked you to accompany me to Sanya and let’s talk more
2021-12-04 05:32:55 	lengmo 	Shutd0wn 	China Electronics Taiji will set up a network security company with 500 people, and then this big brother will go to this place to be the leader, but he doesn’t understand and hopes to cooperate with a company like ours.
2021-12-04 05:45:03 	Shutd0wn 	lengmo 	
2021-12-04 05:47:14 	lengmo 	Shutd0wn 	Yeah, that's what I mean. This eldest brother is going to be the general manager of this company, and then he means to take out the security part of some Taiji smart city information projects
2021-12-04 05: 47:39 	lengmo 	Shutd0wn 	To B Let’s see if we can do something with Tai Chi
2021-12-04 06:08:49 	lengmo 	Shutd0wn 	Let us prepare a high-level information security plan, and then he will report it to the party committee
2021-12-04 06:09:02	Shutd0wn 	lengmo 	Hmm
2021-12-04 06:09:21 	lengmo 	Shutd0wn 	Write down some ideas about what we can do
2021-12-04 06:10:17 	Shutd0wn 	lengmo 	
2021-12-04 06:10:45 	Shutd0wn 	lengmo 	How long will the plan take
2021-12-04 06:12:03 	lengmo 	Shutd0wn 	He will go to Beijing next week
2021-12-04 06:12:18 	lengmo 	Shutd0wn 	The party committee has already passed this company's matter
2021-12-04 06:13:04 	lengmo 	Shutd0wn 	I think it is an opportunity. Let’s make preparations to see if we can use central enterprises to intervene in the smart city market
2021-12-04 06:13:10lengmo 	Shutd0wn 	Want a complete set
2021-12-04 06:13:20 	lengmo 	Shutd0wn 	He is the general manager of this company
2021-12-04 06:15:06 	lengmo 	Shutd0wn 	He doesn’t understand. He wants us to give him some advice when setting up the organization. I think he understands network security very well
2021-12-04 06:15:08 	lengmo 	Shutd0wn 	Safety
2021-12-04 06:15:33 	lengmo 	Shutd0wn 	We propose a plan, he reports it, and then we implement it
2021-12-04 06:15:41 	lengmo 	Shutd0wn 	That’s probably what it means
2021-12-04 06:16:25 	Shutd0wn 	lengmo 	This is equivalent to the business plan of a new security company, and is considered under Tai Chi's overall plan. You can let Zhao Hengyu make materials
2021-12-04 06:20:05 	lengmo 	Shutd0wn 	It needs to be high-end and easy to understand
2021-12-04 06:20:11 	lengmo 	Shutd0wn 	Let people get ready
2021-12-04 06:20:25 	lengmo 	Shutd0wn 	I think we can actually do it
2021-12-04 06:53:05 	Shutd0wn 	lengmo 	Hmm
2021-12-05 02:24:58 	lengmo 	Shutd0wn 	Are you still in Chengdu?
2021-12-05 02:43:11 	Shutd0wn 	lengmo 	Hmm
2021-12-05 02:43:54 	lengmo 	Shutd0wn 	I estimate that I will arrive in Chengdu in the evening and see what the company says about this matter tomorrow
2021-12-05 02:44:01 	Shutd0wn 	lengmo 	Okay
2021-12-05 02:44:18 	lengmo 	Shutd0wn 	Look at how to cooperate with Tai Chi and what happened to the company in Hainan.
2021-12-05 02:44:43 	lengmo 	Shutd0wn 	Simply follow Tai Chi and do some downstream things in smart cities
2021-12-06 01:16:24 	Shutd0wn 	lengmo 	The current WeChat version does not support displaying this content, please upgrade to the latest version.
2021-12-06 01:22:32 	lengmo 	Shutd0wn 	Han Bing?
2021-12-06 01:22:40 	Shutd0wn 	lengmo 	Hmm
2021-12-06 01:22:52 	Shutd0wn 	lengmo 	[Facepalm]
2021-12-06 09:07:03 	Shutd0wn 	lengmo 	Tai Chi’s cooperation is still very important, and the role of market channels
2021-12-06 09:07:52 	lengmo 	Shutd0wn 	Well...I was thinking when I came back yesterday, how to make good use of this and expand the Anxun brand and business model
2021-12-06 09:08: 14 	lengmo 	Shutd0wn 	Although we were engaged in network security before, it was still too niche and the imagination space was too small
2021-12-06 09:08:21 	Shutd0wn 	lengmo 	Correct
2021-12-06 09:09:04 	Shutd0wn 	lengmo 	At present, if we follow the national digital infrastructure policy and complete these few steps, we will really become a group
2021-12-06 09:09:55 	lengmo 	Shutd0wn 	Another advantage is that the other party doesn’t understand them very well. In the security sector, we can take the lead in recommending some business models, or even some impossible business models that we thought of before, which may be possible with Tai Chi
2021-12-06 09:12:41 	Shutd0wn 	lengmo 	The best way is to take this niece and make him his resource agent. The best way is to make money for my three-year-old niece to live in a different place. Grasp his train of thought and tighten the relationship.
2021-12-06 09:14:29 	lengmo 	Shutd0wn 	His requirement for his niece is to learn and then take over his relationship in Tai Chi.
2021-12-06 09:18:32 	Shutd0wn 	lengmo 	
2021-12-06 09:24:34 	lengmo 	Shutd0wn 	Hmm... He also said before that after the site is established, he will go to Tai Chi to see what Tai Chi projects can do, and he will go and get it. Otherwise, if the Hainan company really lands, it will definitely not work if he fails to handle the project. So I judged that after the shelf was put up, he must be in a hurry to bring in the project and put it into operation as soon as possible
2021-12-07 05:28:12 	Shutd0wn 	lengmo 	You should pay close attention to the implementation of the anti-gambling agreement
2021-12-07 06:05:37 	Shutd0wn 	lengmo 	2_Electronic Data Forensic Appraisal Center--Hengqin Service Center--V1.1.pptx
2021-12-07 06:25:12 	Shutd0wn 	lengmo 	Is there any address book library for voxer?
2021-12-07 06:25:24 	Shutd0wn 	lengmo 	Have you heard of it?
2021-12-07 06:39:42 	lengmo 	Shutd0wn 	Hmm··
